"SUB_TYPE","EVENT_MONTH","AMPLIFIED_SOUND_DISTRICT","EVENT_YEAR","CAPACITY","DECIBEL_LEVEL","END_HOURS_CONC_POUR_MON_SAT","END_HOURS_NEAR_HOME_FRI_SAT","END_HOURS_NEAR_HOME_SUN_THUR","END_HOURS_NOT_NEAR_HOME","EXISTING_ZONING","EXPIRATION_DATE","IN_DATE","ISSUE_DATE","ISSUED_BY","OMV_FRI_END_TIME","OMV_FRI_START_TIME","OMV_MON_END_TIME","OMV_MON_START_TIME","OMV_SAT_END_TIME","OMV_SAT_START_TIME","OMV_SUN_END_TIME","OMV_SUN_START_TIME","OMV_THU_END_TIME","OMV_THU_START_TIME","OMV_TUE_END_TIME","OMV_TUE_START_TIME","OMV_WED_END_TIME","OMV_WED_START_TIME","REST_51_PERCENT_FOOD_SALES","SQUARE_FOOTAGE","START_DATE","MULTIPLE_START_DATES","START_HOURS_CONC_POUR_MON_SAT","START_HOURS_NEAR_HOME_FRI_SAT","START_HOURS_NEAR_HOME_SUN_THUR","START_HOURS_NOT_NEAR_HOME","STATUS","STREET_ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COUNCIL_DISTRICT","time_diff","in_mon","issue_mon","in_year","issue_year"
"Outdoor Music Venue",NA,"Other",2016,140,85,NA,NA,NA,NA,"CBD",NA,2016-01-27,2016-03-17,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1850,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.2697835,-97.74811227,9,49.9583333333333,"January","March","2016","2016"
"Concrete Pouring","JANUARY","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-01-04",2024-01-02,2024-01-02,"Brian Block",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-01-03",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"January","January","2024","2024"
"Concrete Pouring","MARCH","Unknown",2023,NA,NA,6,NA,NA,NA,"CBD","2023-03-30",2023-03-27,2023-03-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-30",FALSE,1,NA,NA,NA,"Expired","4TH ST","78701",30.267067,-97.74760834,9,1,"March","March","2023","2023"
"Concrete Pouring","OCTOBER","Unknown",2013,NA,NA,6,NA,NA,NA,"CBD","2013-10-06",2013-10-03,2013-10-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-10-03",FALSE,0,NA,NA,NA,"Expired","2ND ST","78701",30.26438581,-97.74340598,9,0,"October","October","2013","2013"
"Concrete Pouring","JULY","Unknown",2023,NA,NA,7,NA,NA,NA,"CS-V-CO-NP","2023-07-28",2023-07-27,2023-07-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",FALSE,0,NA,NA,NA,"Expired","CONGRESS AVE","78704",30.23882348,-97.75454765,3,0,"July","July","2023","2023"
"Concrete Pouring","MARCH","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-03-13",2023-03-10,2023-03-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-13",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,2.95833333333333,"March","March","2023","2023"
"Advertising Sound Amplification","SEPTEMBER","Other",2012,NA,70,NA,22,NA,NA,"CS","2012-09-08",2012-09-07,2012-09-07,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-09-08",FALSE,NA,18,NA,NA,"Expired","BURNET RD","78757",30.35112715,-97.73339937,7,0,"September","September","2012","2012"
"Outdoor Music Venue",NA,"Warehouse",2010,162,85,NA,NA,NA,NA,"CBD",NA,2010-10-14,2010-11-04,"Clara Hilling","02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"No",1500,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78701",30.26656709,-97.74546084,9,21,"October","November","2010","2010"
"Private Sound Amplification","APRIL","Residential",2023,NA,85,NA,22,NA,NA,"MF-4-NP","2023-04-15",2023-03-23,2023-04-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-15",FALSE,NA,18,NA,NA,"Expired","31ST ST","78705",30.30199331,-97.74827957,9,22,"March","April","2023","2023"
"Concrete Pouring","JUNE","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-06-03",2017-05-31,2017-05-31,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-01",FALSE,5,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26748758,-97.74664336,9,0,"May","May","2017","2017"
"Advertising Sound Amplification","OCTOBER","Other",2015,NA,85,NA,22,NA,NA,"CS","2015-10-31",2015-10-28,2015-10-29,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-10-31",FALSE,NA,19,NA,NA,"Expired","BURNET RD","78756",30.3229881,-97.73963593,7,1,"October","October","2015","2015"
"Concrete Pouring","NOVEMBER","Unknown",2022,NA,NA,10,NA,NA,NA,"CBD","2022-11-09",2022-11-04,2022-11-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-11-08",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,3.04166666666667,"November","November","2022","2022"
"Concrete Pouring","NOVEMBER","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-11-23",2016-11-17,2016-11-17,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-11-21",FALSE,3,NA,NA,NA,"Expired","WEST AVE","78701",30.26952957,-97.75052242,9,0,"November","November","2016","2016"
"Concrete Pouring","AUGUST","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-08-03",2023-08-02,2023-08-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",FALSE,0,NA,NA,NA,"Expired","RIVER ST","78701",30.25779098,-97.73853596,9,0,"August","August","2023","2023"
"Outdoor Music Venue",NA,"Residential",2023,NA,85,NA,NA,NA,NA,"TOD",NA,2023-10-13,2024-01-22,"Bryan Walker","23","10","22","10","23","10","22","10","22","10","22","10","22","10","No",3500,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78702",30.26224167,-97.7294848,3,101.041666666667,"October","January","2023","2024"
"Outdoor Music Venue",NA,"6th",2020,NA,85,NA,NA,NA,NA,"CBD",NA,2020-01-14,2020-02-19,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",2800,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26664758,-97.73869715,9,36,"January","February","2020","2020"
"Outdoor Music Venue",NA,"Residential",2024,NA,80,NA,NA,NA,NA,"CBD",NA,2024-09-26,2024-11-19,"Bryan Walker","22","10","20","10","22","10","20","10","20","10","20","10","20","10","No",4130,NA,FALSE,NA,NA,NA,NA,"Approved","6TH ST","78701",30.27002512,-97.74931936,9,54.0416666666667,"September","November","2024","2024"
"Outdoor Music Venue",NA,"Other",2016,197,75,NA,NA,NA,NA,"CBD",NA,2016-01-21,2016-03-13,"Viktor Auzenne","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",324,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25876324,-97.73846864,9,52,"January","March","2016","2016"
"Outdoor Music Venue",NA,"6th",2022,NA,85,NA,NA,NA,NA,"CBD-H",NA,2022-02-17,2022-03-11,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",3097,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26681319,-97.73926936,9,22,"February","March","2022","2022"
"Outdoor Music Venue",NA,"Other",2017,NA,70,NA,NA,NA,NA,"NBG-NP",NA,2017-10-16,2018-01-05,"Bryan Walker","22","10","20","10","22","10","20","10","20","10","20","10","20","10","Yes",1783,NA,FALSE,NA,NA,NA,NA,"Expired","STONELAKE BLVD","78759",30.38514788,-97.73850323,7,81.0416666666667,"October","January","2017","2018"
"Concrete Pouring","JANUARY","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2021-01-05",2020-12-30,2020-12-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-01-04",FALSE,0,NA,NA,NA,"Expired","EAST AVE","78701",30.25594069,-97.73893318,9,0,"December","December","2020","2020"
"Concrete Pouring","MARCH","Unknown",2012,NA,NA,8,NA,NA,NA,"CBD","2012-03-10",2012-03-07,2012-03-07,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-03-07",FALSE,3,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26505534,-97.74224105,9,0,"March","March","2012","2012"
"Concrete Pouring","JULY","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-07-18",2014-07-14,2014-07-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-07-15",FALSE,19,NA,NA,NA,"Expired","SAN ANTONIO ST","78701",30.26529698,-97.74916709,9,0,"July","July","2014","2014"
"Outdoor Music Venue",NA,"Other",2016,1,85,NA,NA,NA,NA,"CBD",NA,2016-09-07,2016-09-16,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2000,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.27002512,-97.74931936,9,9,"September","September","2016","2016"
"Outdoor Music Venue",NA,"Other",2017,NA,70,NA,NA,NA,NA,"CBD",NA,2017-02-08,2017-07-20,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","Yes",1256,NA,FALSE,NA,NA,NA,NA,"Expired","2ND ST","78701",30.26545893,-97.74778766,9,161.958333333333,"February","July","2017","2017"
"Outdoor Music Venue",NA,"Warehouse",2013,162,85,NA,NA,NA,NA,"CBD",NA,2013-03-15,2013-04-26,"Viktor Auzenne","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1500,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78701",30.26656709,-97.74546084,9,42,"March","April","2013","2013"
"Outdoor Music Venue",NA,"Residential",2021,NA,70,NA,NA,NA,NA,"CS",NA,2021-12-10,2022-03-10,"Bryan Walker","22","12","20","12","22","12","20","12","20","12","20","12","20","12","Yes",1800,NA,FALSE,NA,NA,NA,NA,"Expired","LAMAR BLVD","78704",30.24891482,-97.76950298,9,90,"December","March","2021","2022"
"Concrete Pouring","FEBRUARY","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-02-16",2014-02-13,2014-02-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-14",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26586964,-97.74483634,9,0,"February","February","2014","2014"
"Concrete Pouring","MARCH","Unknown",2013,NA,NA,6,NA,NA,NA,"CBD","2013-03-06",2013-03-01,2013-03-01,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-04",FALSE,3,NA,NA,NA,"Expired","2ND ST","78701",30.26438581,-97.74340598,9,0,"March","March","2013","2013"
"Concrete Pouring","MARCH","Unknown",2022,NA,NA,10,NA,NA,NA,"CBD","2022-03-06",2022-03-03,2022-03-03,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-05",FALSE,3,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26456529,-97.74248867,9,0,"March","March","2022","2022"
"Concrete Pouring","MAY","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-05-13",2021-05-11,2021-05-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-12",FALSE,0,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.269667,-97.74180042,9,0,"May","May","2021","2021"
"Outdoor Music Venue",NA,"Other",2018,NA,75,NA,NA,NA,NA,"CBD",NA,2018-04-11,2018-07-03,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",1000,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.2605365,-97.73843366,9,83,"April","July","2018","2018"
"Concrete Pouring","JANUARY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-01-18",2023-01-16,2023-01-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-17",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"January","January","2023","2023"
"Outdoor Music Venue",NA,"Other",2024,NA,85,NA,NA,NA,NA,"TOD",NA,2024-11-08,2024-12-27,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",3500,NA,FALSE,NA,NA,NA,NA,"Approved","6TH ST","78702",30.26342355,-97.72728259,3,49,"November","December","2024","2024"
"Concrete Pouring","MAY","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-05-04",2020-04-30,2020-04-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-05-01",FALSE,0,NA,NA,NA,"Expired","EAST AVE","78701",30.2563889,-97.7388366,9,0,"April","April","2020","2020"
"Concrete Pouring","MARCH","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-03-04",2022-03-02,2022-03-02,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-03",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"March","March","2022","2022"
"Concrete Pouring","AUGUST","Unknown",2020,NA,NA,7,NA,NA,NA,"CBD","2020-08-16",2020-08-13,2020-08-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-15",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,0,"August","August","2020","2020"
"Private Sound Amplification","APRIL","Other",2012,NA,85,NA,18,NA,NA,"LI-CO-NP","2012-04-14",2012-04-05,2012-04-05,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-04-14",FALSE,NA,12,NA,NA,"Expired","5TH ST","78702",30.2543414,-97.70557919,3,0,"April","April","2012","2012"
"Concrete Pouring","MARCH","Unknown",2012,NA,NA,6,NA,NA,NA,"CBD","2012-03-19",2012-03-14,2012-03-14,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-03-16",FALSE,2,NA,NA,NA,"Expired","3RD ST","78701",30.26448868,-97.74182852,9,0,"March","March","2012","2012"
"Concrete Pouring","FEBRUARY","Unknown",2010,NA,NA,6,NA,NA,NA,"CBD","2010-02-07",2010-01-11,2010-01-11,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-04",FALSE,19,NA,NA,NA,"Expired","LAVACA ST","78701",30.26533402,-97.74664086,9,0,"January","January","2010","2010"
"Concrete Pouring","MAY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-05-17",2023-05-12,2023-05-12,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-17",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"May","May","2023","2023"
"Concrete Pouring","APRIL","Unknown",2015,NA,NA,6,NA,NA,NA,"CBD","2015-04-23",2015-04-20,2015-04-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-04-21",FALSE,19,NA,NA,NA,"Expired","SAN ANTONIO ST","78701",30.26529698,-97.74916709,9,0,"April","April","2015","2015"
"Advertising Sound Amplification","OCTOBER","Other",2010,NA,NA,NA,NA,20,NA,"IRR","2010-10-28",2010-10-14,2010-10-14,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-10-28",FALSE,NA,NA,17,NA,"Expired","NB IH 35 SVRD","78747",30.14280014,-97.79393334,5,0,"October","October","2010","2010"
"Advertising Sound Amplification","APRIL","Other",2018,NA,85,NA,NA,NA,23,"I-RR","2018-05-19",2018-04-27,2018-04-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-04-29",FALSE,NA,NA,NA,12,"Expired","CIRCUIT OF THE AMERICAS BLVD","78617",30.13348882,-97.64141692,2,0,"April","April","2018","2018"
"Outdoor Music Venue",NA,"Warehouse",2010,115,85,NA,NA,NA,NA,"CBD",NA,2010-06-25,2010-07-20,"Clara Hilling","02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"No",2200,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.26686272,-97.74375777,9,25,"June","July","2010","2010"
"Advertising Sound Amplification","APRIL","Other",2014,NA,70,NA,NA,18,NA,"CS","2014-04-27",2014-04-22,2014-04-23,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-04-27",FALSE,NA,NA,12,NA,"Expired","CESAR CHAVEZ ST","78702",30.26046527,-97.733699,3,1,"April","April","2014","2014"
"Advertising Sound Amplification","MARCH","Other",2015,NA,80,NA,NA,NA,0,"CBD","2015-03-21",2015-03-10,2015-03-17,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-13",FALSE,NA,NA,NA,10,"Expired","RED RIVER ST","78701",30.26440152,-97.73779432,9,7,"March","March","2015","2015"
"Advertising Sound Amplification","NOVEMBER","Other",2009,NA,NA,NA,NA,NA,17,"GR","2009-11-07",2009-11-04,2009-11-04,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-11-07",FALSE,NA,NA,NA,10,"Expired","SLAUGHTER LN","78748",30.17216917,-97.80123005,5,0,"November","November","2009","2009"
"Outdoor Music Venue",NA,"6th",2022,NA,85,NA,NA,NA,NA,"CBD",NA,2022-12-21,2023-02-28,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26732068,-97.73893254,9,69,"December","February","2022","2023"
"Outdoor Music Venue",NA,"Warehouse",2018,NA,85,NA,NA,NA,NA,"CBD",NA,2018-10-25,2019-01-08,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.26703717,-97.74354397,9,75.0416666666667,"October","January","2018","2019"
"Concrete Pouring","FEBRUARY","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-02-03",2017-01-30,2017-01-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-02-01",FALSE,3,NA,NA,NA,"Expired","NUECES ST","78701",30.26625472,-97.74987971,9,0,"January","January","2017","2017"
"Advertising Sound Amplification","MARCH","6th",2010,NA,NA,NA,NA,NA,2,"CBD","2010-03-21",2010-03-09,2010-03-09,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-03-20",FALSE,NA,NA,NA,10,"Expired","6TH ST","78701",30.26693294,-97.73757734,9,0,"March","March","2010","2010"
"Advertising Sound Amplification","MARCH","Other",2015,NA,85,NA,NA,19,NA,"CS","2015-03-21",2015-01-05,2015-03-17,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-03-18",TRUE,NA,NA,12,NA,"Expired","LAMAR BLVD","78703",30.27180601,-97.75403099,9,70.9583333333333,"January","March","2015","2015"
"Advertising Sound Amplification","MARCH","6th",2016,NA,85,NA,NA,NA,2,"CBD","2016-03-13",2016-02-24,2016-03-11,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-12",TRUE,NA,NA,NA,12,"Expired","6TH ST","78701",30.26665414,-97.73657726,9,16,"February","March","2016","2016"
"Concrete Pouring","DECEMBER","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-12-12",2020-12-10,2020-12-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-12-11",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"December","December","2020","2020"
"Concrete Pouring","APRIL","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-04-26",2023-04-24,2023-04-24,"Brian Block",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-04-25",FALSE,1,NA,NA,NA,"Expired","6TH ST","78701",30.26867853,-97.74596507,9,0,"April","April","2023","2023"
"Concrete Pouring","JUNE","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-06-12",2021-06-10,2021-06-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-06-11",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"June","June","2021","2021"
"Concrete Pouring","MAY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-05-30",2023-05-25,2023-05-25,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-30",FALSE,0,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,0,"May","May","2023","2023"
"Concrete Pouring","AUGUST","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-08-17",2023-08-15,2023-08-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-17",FALSE,0,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,1,"August","August","2023","2023"
"Concrete Pouring","APRIL","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-04-24",2020-04-22,2020-04-22,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-04-23",FALSE,0,NA,NA,NA,"Expired","EAST AVE","78701",30.2563889,-97.7388366,9,0,"April","April","2020","2020"
"Concrete Pouring","APRIL","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-04-30",2017-04-27,2017-04-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-04-28",FALSE,3,NA,NA,NA,"Expired","WEST AVE","78701",30.26775294,-97.75093592,9,0,"April","April","2017","2017"
"Concrete Pouring","AUGUST","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-08-09",2019-08-05,2019-08-05,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-08-06",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26675694,-97.74451154,9,0,"August","August","2019","2019"
"Concrete Pouring","AUGUST","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-08-29",2020-08-27,2020-08-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-08-28",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"August","August","2020","2020"
"Concrete Pouring","AUGUST","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-08-30",2014-08-25,2014-08-25,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-08-28",FALSE,19,NA,NA,NA,"Expired","4TH ST","78701",30.2643477,-97.73622424,9,0,"August","August","2014","2014"
"Outdoor Music Venue",NA,"Other",2019,NA,80,NA,NA,NA,NA,"MI",NA,2019-06-12,2021-12-16,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",4700,NA,FALSE,NA,NA,NA,NA,"Expired","ROCK ROSE AVE","78758",30.40120965,-97.72289492,7,918.041666666667,"June","December","2019","2021"
"Private Sound Amplification","APRIL","Other",2012,NA,85,NA,20,NA,NA,"CS-V-CO-NP","2012-04-21",2012-04-19,2012-04-19,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-04-21",FALSE,NA,15,NA,NA,"Expired","CONGRESS AVE","78704",30.24409934,-97.75212599,3,0,"April","April","2012","2012"
"Concrete Pouring","OCTOBER","Unknown",2024,NA,NA,7,NA,NA,NA,"CBD","2024-10-11",2024-10-10,2024-10-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-10-11",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"October","October","2024","2024"
"Concrete Pouring","MARCH","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-03-19",2018-03-08,2018-03-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-03-17",FALSE,3,NA,NA,NA,"Expired","RAINEY ST","78701",30.25839263,-97.73904571,9,0,"March","March","2018","2018"
"Concrete Pouring","JANUARY","Unknown",2013,NA,NA,6,NA,NA,NA,"CBD","2014-01-05",2013-12-31,2013-12-31,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-01-03",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26586964,-97.74483634,9,0,"December","December","2013","2013"
"Concrete Pouring","DECEMBER","Unknown",2019,NA,NA,7,NA,NA,NA,"CBD","2019-12-19",2019-12-13,2019-12-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-17",FALSE,0,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26697836,-97.74145118,9,0,"December","December","2019","2019"
