"SUB_TYPE","EVENT_MONTH","AMPLIFIED_SOUND_DISTRICT","EVENT_YEAR","CAPACITY","DECIBEL_LEVEL","END_HOURS_CONC_POUR_MON_SAT","END_HOURS_NEAR_HOME_FRI_SAT","END_HOURS_NEAR_HOME_SUN_THUR","END_HOURS_NOT_NEAR_HOME","EXISTING_ZONING","EXPIRATION_DATE","IN_DATE","ISSUE_DATE","ISSUED_BY","OMV_FRI_END_TIME","OMV_FRI_START_TIME","OMV_MON_END_TIME","OMV_MON_START_TIME","OMV_SAT_END_TIME","OMV_SAT_START_TIME","OMV_SUN_END_TIME","OMV_SUN_START_TIME","OMV_THU_END_TIME","OMV_THU_START_TIME","OMV_TUE_END_TIME","OMV_TUE_START_TIME","OMV_WED_END_TIME","OMV_WED_START_TIME","REST_51_PERCENT_FOOD_SALES","SQUARE_FOOTAGE","START_DATE","MULTIPLE_START_DATES","START_HOURS_CONC_POUR_MON_SAT","START_HOURS_NEAR_HOME_FRI_SAT","START_HOURS_NEAR_HOME_SUN_THUR","START_HOURS_NOT_NEAR_HOME","STATUS","STREET_ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COUNCIL_DISTRICT","time_diff","in_mon","issue_mon","in_year","issue_year"
"Outdoor Music Venue",NA,"Other",2019,NA,75,NA,NA,NA,NA,"CBD",NA,2019-04-19,2019-06-21,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2500,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25939386,-97.73823626,9,63,"April","June","2019","2019"
"Outdoor Music Venue",NA,"6th",2019,NA,85,NA,NA,NA,NA,"CBD",NA,2019-03-05,2019-04-07,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",2700,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.2670305,-97.73981484,9,32.9583333333333,"March","April","2019","2019"
"Concrete Pouring","JANUARY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-01-12",2023-01-09,2023-01-09,"Brian Block",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-01-11",FALSE,3,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,0,"January","January","2023","2023"
"Concrete Pouring","AUGUST","Unknown",2009,NA,NA,6,NA,NA,NA,"CBD","2009-08-11",2009-05-29,2009-06-02,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-08",FALSE,19,NA,NA,NA,"Expired","LAVACA ST","78701",30.26533402,-97.74664086,9,4,"May","June","2009","2009"
"Advertising Sound Amplification","JUNE","Other",2014,NA,85,NA,NA,20,NA,"GR","2014-06-26",2014-06-17,2014-06-25,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-06-26",FALSE,NA,NA,16,NA,"Expired","NB CAPITAL OF TEXAS HWY","78704",30.24286441,-97.79840071,5,8,"June","June","2014","2014"
"Concrete Pouring","SEPTEMBER","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-09-06",2023-09-05,2023-09-05,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-09-06",FALSE,3,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,0,"September","September","2023","2023"
"Outdoor Music Venue",NA,"Other",2023,NA,70,NA,NA,NA,NA,"CBD-CURE",NA,2023-10-02,2023-11-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,"18","16","18","16","18","16","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","BOWIE ST","78703",30.26987471,-97.75291022,9,57.0416666666667,"October","November","2023","2023"
"Concrete Pouring","MAY","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-05-11",2023-05-08,2023-05-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-05-11",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"May","May","2023","2023"
"Advertising Sound Amplification","MARCH","Other",2013,NA,85,NA,NA,NA,0,"CBD","2013-03-14",2013-03-05,2013-04-02,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-03-14",FALSE,NA,NA,NA,10,"Expired","RED RIVER ST","78701",30.2619872,-97.73863229,9,27.9583333333333,"March","April","2013","2013"
"Concrete Pouring","JULY","Unknown",2015,NA,NA,6,NA,NA,NA,"P","2015-08-02",2015-07-15,2015-07-15,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2015-07-30",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78712",30.27643109,-97.73438129,9,0,"July","July","2015","2015"
"Advertising Sound Amplification","MARCH","Other",2017,NA,85,NA,2,0,NA,"CBD","2017-03-15",2017-02-08,2017-03-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-11",FALSE,NA,10,10,NA,"Expired","RAINEY ST","78701",30.25931655,-97.7389005,9,27,"February","March","2017","2017"
"Concrete Pouring","MARCH","Unknown",2022,NA,NA,20,NA,NA,NA,"CBD","2022-03-10",2022-03-08,2022-03-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-03-09",FALSE,15,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"March","March","2022","2022"
"Concrete Pouring","FEBRUARY","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-02-05",2014-01-31,2014-01-31,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-03",FALSE,19,NA,NA,NA,"Expired","9TH ST","78701",30.26893285,-97.73556223,9,0,"January","January","2014","2014"
"Concrete Pouring","AUGUST","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-08-03",2022-07-28,2022-07-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-08-02",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"July","July","2022","2022"
"Concrete Pouring","NOVEMBER","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-11-15",2018-11-13,2018-11-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-11-14",FALSE,0,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26289901,-97.74155753,9,0,"November","November","2018","2018"
"Private Sound Amplification","OCTOBER","Residential",2022,NA,70,NA,22,NA,NA,"CS-MU-V-CO-NP","2022-10-22",2022-09-22,2022-09-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-01",FALSE,NA,18,NA,NA,"Expired","1ST ST","78704",30.24789327,-97.75532864,9,8,"September","September","2022","2022"
"Concrete Pouring","FEBRUARY","Unknown",2014,NA,NA,12,NA,NA,NA,"CBD","2014-03-01",2014-02-25,2014-02-25,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-02-27",FALSE,2,NA,NA,NA,"Expired","DAVIS ST","78701",30.26010285,-97.73921438,9,0,"February","February","2014","2014"
"Advertising Sound Amplification","MARCH","Other",2017,NA,80,NA,NA,NA,14,"CBD","2017-03-10",2017-03-07,2017-03-07,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-10",FALSE,NA,NA,NA,11,"Expired","DRISKILL ST","78701",30.2613589,-97.73830067,9,0,"March","March","2017","2017"
"Private Sound Amplification","JULY","Other",2023,NA,75,NA,NA,NA,0,"CBD","2023-07-30",2023-07-11,2023-07-25,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-07-28",FALSE,NA,NA,NA,10,"Expired","CESAR CHAVEZ ST","78701",30.26220346,-97.73966886,9,14,"July","July","2023","2023"
"Private Sound Amplification","MARCH","Other",2017,NA,80,NA,NA,22,NA,"DMU","2017-03-16",2017-02-14,2017-03-09,"Cierra Beltran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-13",FALSE,NA,NA,18,NA,"Expired","6TH ST","78703",30.27121145,-97.75223126,9,23,"February","March","2017","2017"
"Concrete Pouring","SEPTEMBER","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-09-23",2016-09-19,2016-09-19,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-09-20",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"September","September","2016","2016"
"Concrete Pouring","OCTOBER","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-10-26",2022-10-17,2022-10-18,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-10-25",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,1,"October","October","2022","2022"
"Concrete Pouring","OCTOBER","Unknown",2017,NA,NA,6,NA,NA,NA,"CBD","2017-10-19",2017-10-16,2017-10-16,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-10-17",FALSE,2,NA,NA,NA,"Expired","RAINEY ST","78701",30.25839263,-97.73904571,9,0,"October","October","2017","2017"
"Concrete Pouring","MAY","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-05-14",2018-05-10,2018-05-10,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-05-12",FALSE,0,NA,NA,NA,"Expired","NUECES ST","78701",30.26625472,-97.74987971,9,0,"May","May","2018","2018"
"Advertising Sound Amplification","NOVEMBER","Other",2014,NA,85,NA,NA,21,NA,"LI","2014-11-16",2014-10-24,2014-10-28,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-11-16",FALSE,NA,NA,15,NA,"Expired","5TH ST","78702",30.25335922,-97.70301761,3,4,"October","October","2014","2014"
"Concrete Pouring","AUGUST","Unknown",2024,NA,NA,6,NA,NA,NA,"CBD","2024-08-08",2024-08-05,2024-08-06,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2024-08-08",FALSE,0,NA,NA,NA,"Expired","4TH ST","78701",30.267067,-97.74760834,9,1,"August","August","2024","2024"
"Concrete Pouring","APRIL","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-04-05",2014-03-28,2014-03-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-04-03",FALSE,19,NA,NA,NA,"Expired","9TH ST","78701",30.26893285,-97.73556223,9,0,"March","March","2014","2014"
"Advertising Sound Amplification","MARCH","Residential",2015,NA,70,NA,20,20,NA,"CS","2016-03-19",2015-12-18,2016-03-04,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-17",TRUE,NA,12,13,NA,"Expired","CONGRESS AVE","78704",30.25236419,-97.74831254,9,77,"December","March","2015","2016"
"Concrete Pouring","JULY","Unknown",2022,NA,NA,0,NA,NA,NA,"CBD","2022-07-05",2022-07-05,2022-07-05,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-07-05",FALSE,19,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26456529,-97.74248867,9,0,"July","July","2022","2022"
"Concrete Pouring","AUGUST","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-08-03",2023-08-01,2023-08-01,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-08-03",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26165379,-97.73914502,9,0,"August","August","2023","2023"
"Concrete Pouring","FEBRUARY","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-02-24",2021-02-02,2021-02-11,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-02-23",FALSE,0,NA,NA,NA,"Expired","CONGRESS AVE","78701",30.269667,-97.74180042,9,9,"February","February","2021","2021"
"Concrete Pouring","DECEMBER","Unknown",2022,NA,NA,7,NA,NA,NA,"CBD","2022-12-02",2022-11-30,2022-11-30,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-12-01",FALSE,1,NA,NA,NA,"Expired","6TH ST","78701",30.26867853,-97.74596507,9,0,"November","November","2022","2022"
"Outdoor Music Venue",NA,"Other",2022,NA,75,NA,NA,NA,NA,"CBD",NA,2022-02-17,2022-09-02,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2000,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25859083,-97.7385113,9,196.958333333333,"February","September","2022","2022"
"Concrete Pouring","JANUARY","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-01-15",2016-01-11,2016-01-11,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-01-12",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"January","January","2016","2016"
"Concrete Pouring","AUGUST","Unknown",2009,NA,NA,6,NA,NA,NA,"CBD","2009-08-17",2009-05-29,2009-06-02,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-08-14",FALSE,19,NA,NA,NA,"Expired","LAVACA ST","78701",30.26533402,-97.74664086,9,4,"May","June","2009","2009"
"Advertising Sound Amplification","MARCH","Other",2016,NA,85,NA,NA,NA,21,"CBD","2016-03-15",2016-01-28,2016-03-15,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-03-12",TRUE,NA,NA,NA,12,"Expired","CESAR CHAVEZ ST","78701",30.26180577,-97.7397239,9,46.9583333333333,"January","March","2016","2016"
"Concrete Pouring","MARCH","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-03-01",2023-02-28,2023-03-01,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-01",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,1,"February","March","2023","2023"
"Concrete Pouring","DECEMBER","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-12-05",2023-12-04,2023-12-04,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-12-05",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,0,"December","December","2023","2023"
"Concrete Pouring","APRIL","Unknown",2021,NA,NA,7,NA,NA,NA,"CBD","2021-05-01",2021-04-28,2021-04-28,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-04-30",FALSE,0,NA,NA,NA,"Expired","5TH ST","78701",30.26763064,-97.74596464,9,0,"April","April","2021","2021"
"Outdoor Music Venue",NA,"Other",2021,NA,75,NA,NA,NA,NA,"CBD",NA,2021-09-15,2021-11-05,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",5000,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26925188,-97.74807264,9,51,"September","November","2021","2021"
"Outdoor Music Venue",NA,"Warehouse",2023,NA,85,NA,NA,NA,NA,"CBD",NA,2023-02-24,2023-05-26,"Bryan Walker","02","11","02","11","02","11","02","11","02","11","02","11","02","11","No",8826,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78701",30.26698472,-97.74516765,9,90.9583333333333,"February","May","2023","2023"
"Concrete Pouring","APRIL","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-04-22",2022-04-20,2022-04-20,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-21",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"April","April","2022","2022"
"Concrete Pouring","JUNE","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-06-30",2019-06-27,2019-06-27,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-06-28",FALSE,0,NA,NA,NA,"Expired","6TH ST","78701",30.26873118,-97.74435087,9,0,"June","June","2019","2019"
"Concrete Pouring","MAY","Unknown",2021,NA,NA,6,NA,NA,NA,"CBD","2021-05-06",2021-05-04,2021-05-04,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2021-05-05",FALSE,0,NA,NA,NA,"Expired","GUADALUPE ST","78701",30.26933058,-97.74638485,9,0,"May","May","2021","2021"
"Concrete Pouring","JUNE","Unknown",2020,NA,NA,6,NA,NA,NA,"CBD","2020-06-17",2020-06-15,2020-06-15,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2020-06-16",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26675694,-97.74451154,9,0,"June","June","2020","2020"
"Outdoor Music Venue",NA,"Other",2017,NA,75,NA,NA,NA,NA,"CBD",NA,2017-09-08,2017-10-16,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","Yes",4063,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25907717,-97.73835249,9,38,"September","October","2017","2017"
"Concrete Pouring","APRIL","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-04-10",2022-04-07,2022-04-08,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-04-09",FALSE,0,NA,NA,NA,"Expired","COLORADO ST","78701",30.26909632,-97.74363766,9,1,"April","April","2022","2022"
"Concrete Pouring","JULY","Unknown",2012,NA,NA,6,NA,NA,NA,"CBD","2012-07-22",2012-07-18,2012-07-18,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012-07-19",FALSE,2,NA,NA,NA,"Expired","BRAZOS ST","78701",30.26505534,-97.74224105,9,0,"July","July","2012","2012"
"Concrete Pouring","FEBRUARY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-02-24",2022-02-22,2022-02-22,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-02-23",FALSE,0,NA,NA,NA,"Expired","10TH ST","78701",30.27209435,-97.7435097,9,0,"February","February","2022","2022"
"Outdoor Music Venue",NA,"Other",2016,250,70,NA,NA,NA,NA,"CBD",NA,2016-04-04,2016-04-21,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","Yes",3775,NA,FALSE,NA,NA,NA,NA,"Expired","RAINEY ST","78701",30.25829102,-97.73864608,9,17,"April","April","2016","2016"
"Outdoor Music Venue",NA,"6th",2021,NA,85,NA,NA,NA,NA,"CBD",NA,2021-07-15,2021-08-20,"Bryan Walker","02","10","02","10","02","10","02","10","02","10","02","10","02","10","No",1,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26720834,-97.73854583,9,36,"July","August","2021","2021"
"Concrete Pouring","SEPTEMBER","Unknown",2014,NA,NA,6,NA,NA,NA,"CBD","2014-09-20",2014-09-11,2014-09-11,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014-09-18",FALSE,19,NA,NA,NA,"Expired","5TH ST","78701",30.26658655,-97.74002955,9,0,"September","September","2014","2014"
"Outdoor Music Venue",NA,"Other",2017,NA,75,NA,NA,NA,NA,"LI",NA,2017-12-01,2018-01-19,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2500,NA,FALSE,NA,NA,NA,NA,"Expired","5TH ST","78703",30.27452033,-97.76497295,9,49,"December","January","2017","2018"
"Concrete Pouring","OCTOBER","Unknown",2018,NA,NA,6,NA,NA,NA,"CBD","2018-10-04",2018-09-25,2018-09-25,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-10-02",FALSE,0,NA,NA,NA,"Expired","CESAR CHAVEZ ST","78701",30.26289901,-97.74155753,9,0,"September","September","2018","2018"
"Outdoor Music Venue",NA,"Other",2014,310,75,NA,NA,NA,NA,"CBD",NA,2014-02-18,2014-03-07,"Bryan Walker","00","10","22","10","00","10","22","10","23","10","22","10","22","10","No",2970,NA,FALSE,NA,NA,NA,NA,"Expired","DAVIS ST","78701",30.26035802,-97.7385842,9,17,"February","March","2014","2014"
"Concrete Pouring","MARCH","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-03-24",2023-03-23,2023-03-23,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-03-24",FALSE,0,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26001067,-97.74003826,9,0,"March","March","2023","2023"
"Outdoor Music Venue",NA,"6th",2024,NA,85,NA,NA,NA,NA,"CBD-H",NA,2024-07-19,2024-09-04,"Bryan Walker","02","12","02","12","02","12","02","12","02","12","02","12","02","12","No",1,NA,FALSE,NA,NA,NA,NA,"Approved","6TH ST","78701",30.26714913,-97.7383383,9,47,"July","September","2024","2024"
"Concrete Pouring","JUNE","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-06-15",2022-06-09,2022-06-09,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-06-14",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"June","June","2022","2022"
"Outdoor Music Venue",NA,"6th",2011,179,85,NA,NA,NA,NA,"CBD",NA,2011-03-31,2011-04-29,"Margaret C Howard-Heretakis","02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"02",NA,"No",1500,NA,FALSE,NA,NA,NA,NA,"Expired","6TH ST","78701",30.26752638,-97.73971914,9,29,"March","April","2011","2011"
"Concrete Pouring","MAY","Unknown",2018,NA,NA,0,NA,NA,NA,"CBD","2018-05-16",2018-05-14,2018-05-14,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2018-05-14",FALSE,19,NA,NA,NA,"Expired","RAINEY ST","78701",30.25839263,-97.73904571,9,0,"May","May","2018","2018"
"Concrete Pouring","MAY","Unknown",2022,NA,NA,6,NA,NA,NA,"CBD","2022-05-26",2022-05-24,2022-05-24,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2022-05-25",FALSE,2,NA,NA,NA,"Expired","SABINE ST","78701",30.27119524,-97.73442085,9,0,"May","May","2022","2022"
"Outdoor Music Venue",NA,"Warehouse",2016,162,85,NA,NA,NA,NA,"CBD",NA,2016-08-26,2016-10-28,"Bryan Walker","02","12","02","12","02","12","02","12","02","12","02","12","02","12","No",4800,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78701",30.26656709,-97.74546084,9,63,"August","October","2016","2016"
"Outdoor Music Venue",NA,"Warehouse",2017,NA,85,NA,NA,NA,NA,"CBD",NA,2017-09-25,2017-12-08,"Bryan Walker","02","12","02","12","02","12","02","12","02","12","02","12","02","12","No",4800,NA,FALSE,NA,NA,NA,NA,"Expired","4TH ST","78701",30.26656709,-97.74546084,9,74.0416666666667,"September","December","2017","2017"
"Advertising Sound Amplification","NOVEMBER","Other",2011,NA,70,NA,21,NA,NA,"CS-V-NCCD-NP","2011-11-19",2011-11-14,2011-11-14,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011-11-19",FALSE,NA,11,NA,NA,"Expired","CONGRESS AVE","78704",30.2492021,-97.74944259,9,0,"November","November","2011","2011"
"Concrete Pouring","MAY","Unknown",2016,NA,NA,6,NA,NA,NA,"CBD","2016-05-24",2016-05-20,2016-05-20,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016-05-21",FALSE,2,NA,NA,NA,"Expired","2ND ST","78701",30.26594737,-97.74923206,9,0,"May","May","2016","2016"
"Concrete Pouring","FEBRUARY","Unknown",2010,NA,NA,6,NA,NA,NA,"CBD","2010-03-03",2010-01-11,2010-01-11,"Clara Hilling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010-02-28",FALSE,19,NA,NA,NA,"Expired","LAVACA ST","78701",30.26533402,-97.74664086,9,0,"January","January","2010","2010"
"Concrete Pouring","AUGUST","Unknown",2013,NA,NA,6,NA,NA,NA,"CBD","2013-08-24",2013-08-21,2013-08-21,"Viktor Auzenne",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013-08-22",FALSE,3,NA,NA,NA,"Expired","5TH ST","78701",30.26867252,-97.74784734,9,0,"August","August","2013","2013"
"Advertising Sound Amplification","MARCH","Other",2017,NA,85,NA,NA,NA,23,"CBD","2017-03-14",2017-02-13,2017-03-09,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-03-10",FALSE,NA,NA,NA,10,"Expired","3RD ST","78701",30.26463974,-97.74045888,9,24,"February","March","2017","2017"
"Concrete Pouring","NOVEMBER","Unknown",2023,NA,NA,7,NA,NA,NA,"CBD","2023-11-20",2023-11-17,2023-11-17,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2023-11-20",FALSE,0,NA,NA,NA,"Expired","6TH ST","78701",30.26867853,-97.74596507,9,0,"November","November","2023","2023"
"Concrete Pouring","DECEMBER","Unknown",2019,NA,NA,6,NA,NA,NA,"CBD","2019-12-16",2019-12-11,2019-12-13,"Bryan Walker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2019-12-13",FALSE,1,NA,NA,NA,"Expired","RED RIVER ST","78701",30.26080367,-97.73886053,9,2,"December","December","2019","2019"
